id,smoking
159373,0.8234552
159374,0.5161682
159375,0.9047352
159376,0.8518636
159377,0.003022774
159378,0.7215686
159379,0.42693058
159380,0.041955933
159381,0.035631217
159382,0.47247487
159383,0.0133955525
159384,0.47352648
159385,0.0413889
159386,0.534206
159387,0.9053211
159388,0.5707795
159389,0.0018287462
159390,0.71600944
159391,0.38850185
159392,0.7860965
159393,0.024365798
159394,0.17442052
159395,0.8999231
159396,0.8491309
159397,0.8426787
159398,0.85832506
159399,0.8272598
159400,0.6612695
159401,0.7528016
159402,0.031555224
159403,0.020138185
159404,0.8588413
159405,0.02176517
159406,0.07507023
159407,0.01771356
159408,0.0054800957
159409,0.8068877
159410,0.5287496
159411,0.79176414
159412,0.7641205
159413,0.80333614
159414,0.21130043
159415,0.3462751
159416,0.442941
159417,0.40360615
159418,0.6943577
159419,0.028612358
159420,0.68571174
159421,0.52535665
159422,0.18029386
159423,0.009640957
159424,0.020581836
159425,0.6072171
159426,0.056603353
159427,0.033022728
159428,0.0032329164
159429,0.11095662
159430,0.0073830895
159431,0.84008086
159432,0.021935191
159433,0.022291671
159434,0.31539702
159435,0.6095191
159436,0.7430281
159437,0.0548994
159438,0.6563907
159439,0.18705139
159440,0.06593069
159441,0.96527725
159442,0.13161652
159443,0.031376146
159444,0.025878126
159445,0.6552918
159446,0.8705187
159447,0.3024338
159448,0.8144319
159449,0.5536488
159450,0.004300515
159451,0.8575337
159452,0.53755724
159453,0.052098088
159454,0.42969716
159455,0.7574632
159456,0.0025163493
159457,0.5455548
159458,0.43346485
159459,0.53879905
159460,0.063213326
159461,0.5900209
159462,0.10617488
159463,0.028190266
159464,0.36465424
159465,0.22885093
159466,0.040021878
159467,0.76540077
159468,0.882255
159469,0.625389
159470,0.8786492
159471,0.77428335
159472,0.80027366
159473,0.068375826
159474,0.4215783
159475,0.38284993
159476,0.006810598
159477,0.1388313
159478,0.68844086
159479,0.15440933
159480,0.36535236
159481,0.11429147
159482,0.7766889
159483,0.025868645
159484,0.032249168
159485,0.46226996
159486,0.065777026
159487,0.12895897
159488,0.55528265
159489,0.097536236
159490,0.7029061
159491,0.88376826
159492,0.21284245
159493,0.76486444
159494,0.022581559
159495,0.0032576213
159496,0.6998755
159497,0.41909036
159498,0.3632165
159499,0.9014927
159500,0.102004185
159501,0.58107257
159502,0.86442316
159503,0.014943533
159504,0.5755551
159505,0.03449982
159506,0.8421723
159507,0.73043984
159508,0.79970896
159509,0.9090359
159510,0.011149001
159511,0.0053890385
159512,0.04222666
159513,0.1778984
159514,0.036714602
159515,0.5661563
159516,0.61281407
159517,0.0118729025
159518,0.013617729
159519,0.13582896
159520,0.11778778
159521,0.9275879
159522,0.7410193
159523,0.0039677448
159524,0.71763897
159525,0.007179516
159526,0.19696599
159527,0.009250079
159528,0.17505348
159529,0.7898839
159530,0.5905843
159531,0.13090938
159532,0.886485
159533,0.86200815
159534,0.57678664
159535,0.39155272
159536,0.007133948
159537,0.24366459
159538,0.74372506
159539,0.77561486
159540,0.003697447
159541,0.16399038
159542,0.36547458
159543,0.00546713
159544,0.56276536
159545,0.4652729
159546,0.5235979
159547,0.70418185
159548,0.5902989
159549,0.014380004
159550,0.0031260177
159551,0.67403704
159552,0.72425896
159553,0.40995583
159554,0.09206005
159555,0.93685323
159556,0.8620645
159557,0.89899224
159558,0.16243888
159559,0.6897864
159560,0.01741238
159561,0.9026286
159562,0.88034236
159563,0.14057206
159564,0.02929763
159565,0.06172619
159566,0.3161925
159567,0.87925583
159568,0.6698951
159569,0.015462282
159570,0.8035378
159571,0.035661977
159572,0.48414063
159573,0.020831482
159574,0.88909936
159575,0.021638926
159576,0.09134689
159577,0.69181216
159578,0.30217966
159579,0.031124247
159580,0.54001766
159581,0.05802148
159582,0.2747864
159583,0.70252264
159584,0.36288807
159585,0.43598104
159586,0.20308878
159587,0.91458476
159588,0.87934536
159589,0.8806776
159590,0.9013516
159591,0.62784916
159592,0.030563487
159593,0.6908088
159594,0.039858397
159595,0.7797049
159596,0.8453412
159597,0.44802314
159598,0.016523248
159599,0.0052783513
159600,0.003941674
159601,0.62459284
159602,0.07512144
159603,0.64803386
159604,0.31146055
159605,0.32060647
159606,0.003550467
159607,0.03367206
159608,0.86925817
159609,0.5930418
159610,0.009786246
159611,0.041856233
159612,0.68844724
159613,0.7949449
159614,0.01111493
159615,0.019883307
159616,0.21116872
159617,0.03634153
159618,0.884937
159619,0.017750477
159620,0.70823544
159621,0.83705926
159622,0.80986995
159623,0.6273828
159624,0.00792385
159625,0.010414333
159626,0.046005968
159627,0.37255064
159628,0.557221
159629,0.7646138
159630,0.07445416
159631,0.10462017
159632,0.067554995
159633,0.022724783
159634,0.56402576
159635,0.002920881
159636,0.054859124
159637,0.08171586
159638,0.9109434
159639,0.20182367
159640,0.048865966
159641,0.07515173
159642,0.30020955
159643,0.2945757
159644,0.43600124
159645,0.28033796
159646,0.0077922293
159647,0.47709355
159648,0.43884894
159649,0.17992517
159650,0.9259259
159651,0.8269517
159652,0.14698176
159653,0.06967694
159654,0.027781257
159655,0.70992744
159656,0.022549702
159657,0.70614904
159658,0.008016073
159659,0.0014500908
159660,0.43604773
159661,0.7219653
159662,0.3315424
159663,0.7442054
159664,0.011715629
159665,0.44723204
159666,0.8789455
159667,0.15485246
159668,0.8559255
159669,0.3439637
159670,0.049819
159671,0.78741705
159672,0.23328221
159673,0.776811
159674,0.49203753
159675,0.8268538
159676,0.0042539164
159677,0.50880045
159678,0.5058516
159679,0.020301992
159680,0.84579813
159681,0.32543373
159682,0.7961421
159683,0.8595175
159684,0.35723737
159685,0.66311496
159686,0.01834869
159687,0.010364972
159688,0.9589132
159689,0.12781993
159690,0.8156596
159691,0.53523815
159692,0.8629799
159693,0.42076743
159694,0.71960336
159695,0.0012078327
159696,0.01050326
159697,0.016405886
159698,0.22145118
159699,0.6313807
159700,0.6423738
159701,0.83628565
159702,0.74694633
159703,0.020005882
159704,0.5324847
159705,0.049468122
159706,0.2551936
159707,0.7104172
159708,0.66156733
159709,0.9646512
159710,0.97003293
159711,0.6967841
159712,0.773093
159713,0.75628
159714,0.56624067
159715,0.38484973
159716,0.5968031
159717,0.0064017405
159718,0.4961798
159719,0.093808
159720,0.6230423
159721,0.86218905
159722,0.56904775
159723,0.034496207
159724,0.015367094
159725,0.8674389
159726,0.024807319
159727,0.003686492
159728,0.0216197
159729,0.70500684
159730,0.29656023
159731,0.79863834
159732,0.008822994
159733,0.5086549
159734,0.43552265
159735,0.013940797
159736,0.6363595
159737,0.6602155
159738,0.0053976993
159739,0.011407713
159740,0.5351485
159741,0.30822623
159742,0.24717768
159743,0.78035873
159744,0.7520899
159745,0.5950221
159746,0.36635828
159747,0.035414737
159748,0.22114837
159749,0.33924288
159750,0.6236316
159751,0.023958327
159752,0.061850622
159753,0.7443985
159754,0.43093356
159755,0.47596592
159756,0.0285202
159757,0.5333695
159758,0.7042694
159759,0.02025779
159760,0.88752675
159761,0.017238893
159762,0.6126175
159763,0.08124349
159764,0.77999216
159765,0.507337
159766,0.700425
159767,0.504626
159768,0.9354863
159769,0.30660662
159770,0.81611
159771,0.013336261
159772,0.5277541
159773,0.18739317
159774,0.33178303
159775,0.078287505
159776,0.035455294
159777,0.38351688
159778,0.19159716
159779,0.78801507
159780,0.5459298
159781,0.7196579
159782,0.0714681
159783,0.08355904
159784,0.46515062
159785,0.002280374
159786,0.8993545
159787,0.38804895
159788,0.021253986
159789,0.018229166
159790,0.021648858
159791,0.8704601
159792,0.15241273
159793,0.46768764
159794,0.16101429
159795,0.11911086
159796,0.46969846
159797,0.783759
159798,0.71068585
159799,0.003660509
159800,0.007334014
159801,0.022041477
159802,0.9662616
159803,0.6111095
159804,0.60594934
159805,0.5571086
159806,0.86582553
159807,0.6818805
159808,0.012084185
159809,0.6264532
159810,0.0052536107
159811,0.0047212117
159812,0.4377806
159813,0.5908386
159814,0.90732414
159815,0.7024895
159816,0.74030596
159817,0.6836334
159818,0.002517568
159819,0.8054097
159820,0.13704175
159821,0.01158263
159822,0.6344809
159823,0.0025544965
159824,0.37842235
159825,0.80233514
159826,0.5382863
159827,0.040686615
159828,0.0040747486
159829,0.007893747
159830,0.05820869
159831,0.6349371
159832,0.59741306
159833,0.22886921
159834,0.01224905
159835,0.9448979
159836,0.0267407
159837,0.5151861
159838,0.010267798
159839,0.20093563
159840,0.80030614
159841,0.8031147
159842,0.70643944
159843,0.89925516
159844,0.579174
159845,0.008459494
159846,0.8276519
159847,0.25248984
159848,0.45029545
159849,0.78759426
159850,0.0037780832
159851,0.38697675
159852,0.0046544736
159853,0.18605597
159854,0.79549116
159855,0.2823184
159856,0.073948905
159857,0.62765276
159858,0.7544738
159859,0.0028888886
159860,0.93875974
159861,0.007145079
159862,0.008467006
159863,0.8217204
159864,0.01586469
159865,0.010746258
159866,0.6418097
159867,0.4616432
159868,0.83833826
159869,0.65232706
159870,0.7645329
159871,0.055031147
159872,0.76479864
159873,0.7356847
159874,0.38732287
159875,0.08458387
159876,0.7728903
159877,0.051852804
159878,0.61300766
159879,0.7039863
159880,0.592462
159881,0.028799025
159882,0.85285234
159883,0.8310287
159884,0.76305944
159885,0.57986844
159886,0.31208548
159887,0.32637745
159888,0.35090333
159889,0.9261697
159890,0.6211576
159891,0.9601872
159892,0.19018288
159893,0.014825972
159894,0.7822715
159895,0.6340646
159896,0.56985426
159897,0.11638213
159898,0.7151869
159899,0.8704309
159900,0.038933415
159901,0.6445496
159902,0.2584868
159903,0.44185805
159904,0.5196973
159905,0.007960165
159906,0.8240575
159907,0.7347226
159908,0.82684875
159909,0.003078412
159910,0.6954417
159911,0.24554946
159912,0.60669476
159913,0.06604938
159914,0.018583698
159915,0.35666546
159916,0.011227837
159917,0.013736713
159918,0.11314075
159919,0.47983617
159920,0.12608044
159921,0.81896406
159922,0.1403262
159923,0.38040984
159924,0.7983611
159925,0.737782
159926,0.8382128
159927,0.63053524
159928,0.39924124
159929,0.8049264
159930,0.38307077
159931,0.39510602
159932,0.00609738
159933,0.35335615
159934,0.23426129
159935,0.16830292
159936,0.4100602
159937,0.011455921
159938,0.67083925
159939,0.7970029
159940,0.6257561
159941,0.50233966
159942,0.5118911
159943,0.55509883
159944,0.013110187
159945,0.8097191
159946,0.7332547
159947,0.012378269
159948,0.23884095
159949,0.7174114
159950,0.78762054
159951,0.34533146
159952,0.6795973
159953,0.004487579
159954,0.4993954
159955,0.006162365
159956,0.7407466
159957,0.96806496
159958,0.5967971
159959,0.35250008
159960,0.7000617
159961,0.8046767
159962,0.0014842587
159963,0.95012933
159964,0.05122159
159965,0.7359418
159966,0.8259299
159967,0.6736524
159968,0.018839855
159969,0.8313586
159970,0.022027286
159971,0.0053247297
159972,0.019227635
159973,0.62790865
159974,0.184886
159975,0.70306295
159976,0.63442767
159977,0.8313728
159978,0.018783495
159979,0.68798447
159980,0.8444616
159981,0.78265876
159982,0.77563787
159983,0.88172895
159984,0.41510373
159985,0.8595278
159986,0.9131808
159987,0.02658669
159988,0.88032556
159989,0.69748306
159990,0.19265234
159991,0.023906076
159992,0.69077134
159993,0.0071709524
159994,0.00470154
159995,0.0033118182
159996,0.47333565
159997,0.8700922
159998,0.5677605
159999,0.86786586
160000,0.72839665
160001,0.16522807
160002,0.3590169
160003,0.027723791
160004,0.72668123
160005,0.07206662
160006,0.6050987
160007,0.7166012
160008,0.083200164
160009,0.63609946
160010,0.5341939
160011,0.1766842
160012,0.62064224
160013,0.81102663
160014,0.0067150746
160015,0.11564111
160016,0.6261056
160017,0.26511323
160018,0.77834177
160019,0.0051870104
160020,0.07340467
160021,0.58145654
160022,0.7556632
160023,0.005075349
160024,0.6465304
160025,0.096962996
160026,0.010122721
160027,0.6843275
160028,0.007107861
160029,0.6879376
160030,0.4792845
160031,0.8395002
160032,0.008423307
160033,0.06589791
160034,0.6545166
160035,0.3894223
160036,0.008683835
160037,0.3851381
160038,0.571471
160039,0.016789174
160040,0.5050409
160041,0.04237598
160042,0.1930534
160043,0.030812588
160044,0.10483236
160045,0.014898475
160046,0.46394822
160047,0.19496424
160048,0.59586555
160049,0.018851254
160050,0.84532917
160051,0.88826174
160052,0.79491013
160053,0.12850827
160054,0.58671606
160055,0.42693168
160056,0.33824775
160057,0.015877197
160058,0.42553386
160059,0.8527779
160060,0.1900949
160061,0.07788459
160062,0.88228476
160063,0.04672386
160064,0.2116854
160065,0.40630078
160066,0.7999883
160067,0.49194622
160068,0.6677907
160069,0.68329465
160070,0.0049418435
160071,0.045930285
160072,0.5368929
160073,0.034067042
160074,0.6177491
160075,0.81614435
160076,0.31922135
160077,0.020722521
160078,0.58751315
160079,0.06677767
160080,0.22825424
160081,0.0837293
160082,0.14161819
160083,0.0551638
160084,0.001008041
160085,0.048512664
160086,0.007181603
160087,0.10074914
160088,0.30051056
160089,0.88543886
160090,0.59066904
160091,0.8659618
160092,0.50642145
160093,0.6629374
160094,0.002620638
160095,0.7778555
160096,0.5109984
160097,0.11939693
160098,0.78195167
160099,0.0016405297
160100,0.5302736
160101,0.4620279
160102,0.6943003
160103,0.7372087
160104,0.07203353
160105,0.47649378
160106,0.009615326
160107,0.38213181
160108,0.4848172
160109,0.8726477
160110,0.63817537
160111,0.5440454
160112,0.024751421
160113,0.033926956
160114,0.72328
160115,0.0024668798
160116,0.01039102
160117,0.92016166
160118,0.5365427
160119,0.0017890306
160120,0.30358115
160121,0.63343465
160122,0.64376247
160123,0.39182147
160124,0.79426664
160125,0.83729964
160126,0.7008211
160127,0.563281
160128,0.20559217
160129,0.842506
160130,0.5836707
160131,0.031429138
160132,0.017315261
160133,0.94465595
160134,0.90378714
160135,0.6444369
160136,0.005457996
160137,0.8020107
160138,0.7365255
160139,0.9027794
160140,0.3478933
160141,0.6440418
160142,0.0032148338
160143,0.33848804
160144,0.26879993
160145,0.0067400015
160146,0.0066710985
160147,0.6134269
160148,0.64524716
160149,0.4616222
160150,0.2869011
160151,0.20045958
160152,0.05788466
160153,0.027983248
160154,0.5019352
160155,0.623698
160156,0.8995754
160157,0.4104728
160158,0.2621038
160159,0.71812564
160160,0.015743064
160161,0.69374985
160162,0.2031508
160163,0.85170406
160164,0.8051113
160165,0.95294183
160166,0.69345415
160167,0.7133407
160168,0.2019436
160169,0.16666085
160170,0.9445468
160171,0.02859509
160172,0.4646244
160173,0.5891022
160174,0.7121969
160175,0.0015251501
160176,0.1778516
160177,0.5341379
160178,0.37059072
160179,0.0075327153
160180,0.69761926
160181,0.55937964
160182,0.8125645
160183,0.0069102845
160184,0.7189794
160185,0.010808171
160186,0.38268486
160187,0.0044733123
160188,0.856209
160189,0.6921004
160190,0.041749895
160191,0.5155107
160192,0.56722873
160193,0.017832888
160194,0.23305511
160195,0.59172374
160196,0.3087515
160197,0.60614735
160198,0.51476246
160199,0.02019853
160200,0.013051361
160201,0.03181715
160202,0.8480386
160203,0.7834971
160204,0.07644449
160205,0.91524065
160206,0.685772
160207,0.07140097
160208,0.2614076
160209,0.58004576
160210,0.02017737
160211,0.62622285
160212,0.2911014
160213,0.71191657
160214,0.15145431
160215,0.18565035
160216,0.058605693
160217,0.7053302
160218,0.27926466
160219,0.81677496
160220,0.697276
160221,0.5910213
160222,0.4447666
160223,0.42399058
160224,0.76446253
160225,0.50048023
160226,0.09560287
160227,0.5216365
160228,0.78336436
160229,0.69823825
160230,0.8870127
160231,0.0062869876
160232,0.8794177
160233,0.00496731
160234,0.04051742
160235,0.7979191
160236,0.6580795
160237,0.36807826
160238,0.25015575
160239,0.009953767
160240,0.9119514
160241,0.012063402
160242,0.30757588
160243,0.6178769
160244,0.004021357
160245,0.7026074
160246,0.8142332
160247,0.5098251
160248,0.194805
160249,0.63126665
160250,0.8116269
160251,0.46283838
160252,0.019966552
160253,0.23764284
160254,0.8312985
160255,0.71617657
160256,0.41358736
160257,0.91045743
160258,0.0040235803
160259,0.82859266
160260,0.5570371
160261,0.10983286
160262,0.009572049
160263,0.07445646
160264,0.42005098
160265,0.50107193
160266,0.8299129
160267,0.3414109
160268,0.4913128
160269,0.06914166
160270,0.080329105
160271,0.68119377
160272,0.9072737
160273,0.008726213
160274,0.05654348
160275,0.51551044
160276,0.4908727
160277,0.008275546
160278,0.49183962
160279,0.7468885
160280,0.037419174
160281,0.7764375
160282,0.6809695
160283,0.54833144
160284,0.5799647
160285,0.85329324
160286,0.70719695
160287,0.70157707
160288,0.13565472
160289,0.45011458
160290,0.80518043
160291,0.06941032
160292,0.0059409565
160293,0.786139
160294,0.04460806
160295,0.79832876
160296,0.7222706
160297,0.8460548
160298,0.019033521
160299,0.6846668
160300,0.5198324
160301,0.70377654
160302,0.121896744
160303,0.5468698
160304,0.7955513
160305,0.70163137
160306,0.6483873
160307,0.5636318
160308,0.054640766
160309,0.05803864
160310,0.004230346
160311,0.7784218
160312,0.26265392
160313,0.67021215
160314,0.535848
160315,0.66128993
160316,0.84408504
160317,0.57808936
160318,0.91416985
160319,0.41647345
160320,0.006755889
160321,0.81679666
160322,0.5972131
160323,0.55176324
160324,0.8089847
160325,0.93084204
160326,0.6782037
160327,0.02594828
160328,0.047313765
160329,0.81864846
160330,0.010986404
160331,0.8146078
160332,0.8905989
160333,0.1591534
160334,0.6358401
160335,0.37524372
160336,0.87273985
160337,0.740742
160338,0.50217026
160339,0.009087966
160340,0.80115783
160341,0.37011296
160342,0.4082144
160343,0.8657415
160344,0.5776193
160345,0.38802743
160346,0.45682877
160347,0.9263194
160348,0.8423398
160349,0.412691
160350,0.8247538
160351,0.79203266
160352,0.7228893
160353,0.0478469
160354,0.009982585
160355,0.03719531
160356,0.11081803
160357,0.017180363
160358,0.1539861
160359,0.0077460897
160360,0.01666719
160361,0.11258755
160362,0.007925192
160363,0.013855606
160364,0.40651426
160365,0.60051316
160366,0.006508431
160367,0.86383796
160368,0.10456848
160369,0.041416604
160370,0.91010106
160371,0.72438306
160372,0.0060061063
160373,0.8338587
160374,0.8174173
160375,0.14832981
160376,0.52450883
160377,0.013962248
160378,0.7837664
160379,0.4889944
160380,0.012376456
160381,0.6592317
160382,0.5586576
160383,0.13575831
160384,0.45594776
160385,0.004445241
160386,0.070274
160387,0.007965427
160388,0.29716992
160389,0.7482356
160390,0.660785
160391,0.64759535
160392,0.73198617
160393,0.14910021
160394,0.00662341
160395,0.7774204
160396,0.30672428
160397,0.35242173
160398,0.9115585
160399,0.5352739
160400,0.84663665
160401,0.0032258618
160402,0.777741
160403,0.022011489
160404,0.39279008
160405,0.4933281
160406,0.51011133
160407,0.017067414
160408,0.74870074
160409,0.0050462424
160410,0.0067975665
160411,0.8426443
160412,0.60788655
160413,0.76588273
160414,0.04855386
160415,0.002670715
160416,0.008334269
160417,0.010335475
160418,0.05056246
160419,0.2867827
160420,0.25404248
160421,0.6302691
160422,0.6202102
160423,0.0023856666
160424,0.67857665
160425,0.03803136
160426,0.4275514
160427,0.009536695
160428,0.40281942
160429,0.7881439
160430,0.81737995
160431,0.9268416
160432,0.009406678
160433,0.60265213
160434,0.4373264
160435,0.8779593
160436,0.5579902
160437,0.009870522
160438,0.88929147
160439,0.43241078
160440,0.0027646783
160441,0.09028798
160442,0.7247199
160443,0.86497235
160444,0.00767542
160445,0.8112711
160446,0.8333396
160447,0.7713409
160448,0.7816656
160449,0.013342996
160450,0.16504504
160451,0.88347214
160452,0.8159357
160453,0.023873825
160454,0.3347251
160455,0.027324596
160456,0.88048077
160457,0.60780627
160458,0.7762922
160459,0.5684697
160460,0.3772842
160461,0.42352423
160462,0.55984306
160463,0.81142217
160464,0.66119033
160465,0.5947317
160466,0.15628025
160467,0.3501019
160468,0.67410576
160469,0.87573546
160470,0.5288935
160471,0.925055
160472,0.02520052
160473,0.8733508
160474,0.7183494
160475,0.0339735
160476,0.056930326
160477,0.24023551
160478,0.7758356
160479,0.82135785
160480,0.48146424
160481,0.6494516
160482,0.010370496
160483,0.0028628376
160484,0.3527084
160485,0.0024284709
160486,0.010098411
160487,0.09340614
160488,0.0024508133
160489,0.56902325
160490,0.021393022
160491,0.7662759
160492,0.83474284
160493,0.60620594
160494,0.38314083
160495,0.3849604
160496,0.67594326
160497,0.21415468
160498,0.013083851
160499,0.8576763
160500,0.84653753
160501,0.002600406
160502,0.67273456
160503,0.7417109
160504,0.012072128
160505,0.90305114
160506,0.489287
160507,0.4231151
160508,0.8879995
160509,0.97260123
160510,0.5129985
160511,0.75059336
160512,0.0065548467
160513,0.51013404
160514,0.6883874
160515,0.837221
160516,0.039705876
160517,0.71958303
160518,0.0041294536
160519,0.4549939
160520,0.006630677
160521,0.024667896
160522,0.6031414
160523,0.4692485
160524,0.84979504
160525,0.19717629
160526,0.35015368
160527,0.7293743
160528,0.31314757
160529,0.5576211
160530,0.009138258
160531,0.4931448
160532,0.053984214
160533,0.68287176
160534,0.5318196
160535,0.7680283
160536,0.24645475
160537,0.31051588
160538,0.6936253
160539,0.36081594
160540,0.7233323
160541,0.43728518
160542,0.62896156
160543,0.0056306385
160544,0.81626815
160545,0.0054962607
160546,0.81540596
160547,0.048320565
160548,0.38521293
160549,0.059526745
160550,0.30255368
160551,0.83431584
160552,0.78119034
160553,0.52758694
160554,0.55783147
160555,0.33063394
160556,0.24684033
160557,0.0060220603
160558,0.47662988
160559,0.61717397
160560,0.050024286
160561,0.62178016
160562,0.3836536
160563,0.6219861
160564,0.69696385
160565,0.77783006
160566,0.31105128
160567,0.38131708
160568,0.9803996
160569,0.01303047
160570,0.8092219
160571,0.74300426
160572,0.16292553
160573,0.41787848
160574,0.6815698
160575,0.026605029
160576,0.21286872
160577,0.1075019
160578,0.8894446
160579,0.9097753
160580,0.34575534
160581,0.5758656
160582,0.39615387
160583,0.89929265
160584,0.09835608
160585,0.86074436
160586,0.87475723
160587,0.8421071
160588,0.029838178
160589,0.003177334
160590,0.17284124
160591,0.018825052
160592,0.17375785
160593,0.75567913
160594,0.7861508
160595,0.27705282
160596,0.059774876
160597,0.22120728
160598,0.07475505
160599,0.027059413
160600,0.30748966
160601,0.3831619
160602,0.8633317
160603,0.048169333
160604,0.01365329
160605,0.7180473
160606,0.027278868
160607,0.7771719
160608,0.7299062
160609,0.7988195
160610,0.018719057
160611,0.41756722
160612,0.808582
160613,0.38452744
160614,0.5720519
160615,0.9406535
160616,0.0056603937
160617,0.016573325
160618,0.3040447
160619,0.33573458
160620,0.9095387
160621,0.63834125
160622,0.14881119
160623,0.42473346
160624,0.28578818
160625,0.028032208
160626,0.5007206
160627,0.12974918
160628,0.8022061
160629,0.25361735
160630,0.0054540737
160631,0.044191398
160632,0.7616417
160633,0.025478512
160634,0.063885644
160635,0.54561526
160636,0.8335057
160637,0.017617729
160638,0.5107187
160639,0.594959
160640,0.87507534
160641,0.01631305
160642,0.8865633
160643,0.709341
160644,0.0053497986
160645,0.3035737
160646,0.03149303
160647,0.6355525
160648,0.11644577
160649,0.05351816
160650,0.43500137
160651,0.6337355
160652,0.7041837
160653,0.009781797
160654,0.045489002
160655,0.64384854
160656,0.7213869
160657,0.010392777
160658,0.49131534
160659,0.0051180734
160660,0.7772913
160661,0.19690831
160662,0.7494767
160663,0.65063995
160664,0.002782487
160665,0.81854534
160666,0.016118491
160667,0.045537166
160668,0.34076688
160669,0.4476987
160670,0.67870754
160671,0.6707473
160672,0.9383925
160673,0.26828057
160674,0.94267666
160675,0.07314463
160676,0.07052777
160677,0.014677593
160678,0.81557244
160679,0.70620143
160680,0.6061328
160681,0.015037211
160682,0.052414477
160683,0.7668
160684,0.7915774
160685,0.0065806536
160686,0.416507
160687,0.76439095
160688,0.06177918
160689,0.9214743
160690,0.46296242
160691,0.55289274
160692,0.008837479
160693,0.009018447
160694,0.41235003
160695,0.08912302
160696,0.5517845
160697,0.6138313
160698,0.8602929
160699,0.754642
160700,0.8114231
160701,0.026478045
160702,0.022399368
160703,0.61488664
160704,0.63204706
160705,0.00527496
160706,0.18098572
160707,0.10467472
160708,0.10529406
160709,0.2251316
160710,0.5724857
160711,0.7741582
160712,0.7228281
160713,0.022808094
160714,0.050008748
160715,0.4331118
160716,0.038618986
160717,0.861669
160718,0.73058915
160719,0.3181856
160720,0.68507695
160721,0.6244048
160722,0.8379964
160723,0.63573176
160724,0.27824956
160725,0.8028557
160726,0.703246
160727,0.94032854
160728,0.0819985
160729,0.016502168
160730,0.75408417
160731,0.88352305
160732,0.01495391
160733,0.032400817
160734,0.018119821
160735,0.80291826
160736,0.6744527
160737,0.48357365
160738,0.71001667
160739,0.060340952
160740,0.38499132
160741,0.76836586
160742,0.61930925
160743,0.41497925
160744,0.25506747
160745,0.007598657
160746,0.08954228
160747,0.48085698
160748,0.7562671
160749,0.8095004
160750,0.42854232
160751,0.95400274
160752,0.025922917
160753,0.020537086
160754,0.047436427
160755,0.28241342
160756,0.1063556
160757,0.8995509
160758,0.007697104
160759,0.75112695
160760,0.0053227576
160761,0.026891634
160762,0.5716874
160763,0.79063135
160764,0.037934378
160765,0.9335571
160766,0.5824558
160767,0.79144126
160768,0.7404534
160769,0.07222666
160770,0.77179015
160771,0.33572453
160772,0.40793616
160773,0.9073257
160774,0.787559
160775,0.030906843
160776,0.76186436
160777,0.41177136
160778,0.82313514
160779,0.74939907
160780,0.18819734
160781,0.86560816
160782,0.7471893
160783,0.00977819
160784,0.058494784
160785,0.0046299663
160786,0.90994954
160787,0.75022686
160788,0.3802519
160789,0.81154776
160790,0.75032675
160791,0.020815197
160792,0.5414717
160793,0.117369205
160794,0.5677875
160795,0.55563456
160796,0.74957085
160797,0.06611109
160798,0.051855464
160799,0.05703583
160800,0.6223949
160801,0.019914875
160802,0.06677299
160803,0.7368413
160804,0.7387216
160805,0.59213597
160806,0.051489178
160807,0.9466709
